Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,Range
201302119921,8,otc alterations permit,02/11/2013,3785,003,690,,05th,St,,,1st/2nd floors-fire sprinkler renovations-relocating 4 sprinklers & adding 2 sprinklers. ti pa# 2012-1226-6870. pipe schedule,complete,03/21/2013,02/11/2013,02/11/2013,03/21/2013,02/11/2013,,2.0,2.0,,Y,02/06/2014,2500.0,2500.0,office,0.0,office,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,Mission Bay,94107.0,"(37.775347737196796, -122.39767581627675)",1295774167649.0,89
M370827,8,otc alterations permit,02/11/2013,0601C,001,2000,,Washington,St,1.0,,street space,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,2.0,Pacific Heights,94109.0,"(37.792872901680894, -122.4264477553417)",1295775433214.0,29
M370827,8,otc alterations permit,02/11/2013,0601C,007,2000,,Washington,St,7.0,,street space,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,2.0,Pacific Heights,94109.0,"(37.7928429475567, -122.42668346701512)",1295776433220.0,71
201302119922,8,otc alterations permit,02/11/2013,6529,013,473,,Bartlett,St,,,"replace existing flexible ductwork in garage with all new steel ductwork, min. gage 26 steel duct per cbc 406.1.4",issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,2.0,2.0,,,02/06/2014,5529.0,5529.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.74948056724506, -122.41898624574446)",1295777206368.0,26
201302119922,8,otc alterations permit,02/11/2013,6529,013,475,,Bartlett,St,,,"replace existing flexible ductwork in garage with all new steel ductwork, min. gage 26 steel duct per cbc 406.1.4",issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,2.0,2.0,,,02/06/2014,5529.0,5529.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.74948056724506, -122.41898624574446)",1295778471495.0,95
201302119923,8,otc alterations permit,02/11/2013,0692,003,1010,,Post,St,,,"repair 4pc (4'x8') concrete. 4"" thick slab at sidewalk in front of entrance.",filed,02/11/2013,02/11/2013,,,,,4.0,4.0,,,,900.0,1200.0,apartments,40.0,apartments,40.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94109.0,"(37.78725784251534, -122.41856625987114)",129577979834.0,14
201302119917,8,otc alterations permit,02/11/2013,6599,031,133,,Duncan,St,,,to comply with physical inspection report # cc-7190,complete,03/19/2013,02/11/2013,02/11/2013,03/19/2013,02/11/2013,,2.0,2.0,,,02/06/2014,10000.0,10000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94110.0,"(37.74608596435352, -122.42304601167103)",1295780489578.0,19
201302119925,8,otc alterations permit,02/11/2013,0614,002,2235,,Laguna,St,0.0,,"unit #-relocating bathroom & adding closet. replace windows in kind, not visible from the street",issued,02/21/2013,02/11/2013,02/21/2013,,02/21/2013,,6.0,6.0,,,02/16/2014,10000.0,14000.0,apartments,29.0,apartments,29.0,2.0,,3.0,constr type 3,3.0,constr type 3,,2.0,Pacific Heights,94115.0,"(37.79181363765176, -122.42978002171776)",1295781403539.0,8
201302119924,3,additions alterations or repairs,02/11/2013,1539,001,4131,,Geary,Bl,,,sprint proposes to modify (e) unmanned telecommunications facility. 4 (e) panel antennas to be removed. 3 (e) new panel antennas mounted on (e) building. 3 (e) equipment cabinets to be remove & 2 (e) new equipment cabinets to be installed at (e) equipment room.,complete,04/21/2015,02/11/2013,03/26/2013,04/21/2015,03/26/2013,,4.0,4.0,,,03/21/2014,45000.0,45000.0,hospital,,hospital,,2.0,,1.0,constr type 1,1.0,constr type 1,,,,,,1295782103434.0,39
M370847,8,otc alterations permit,02/11/2013,2646,026,4388,,17th,St,,,street space permit  ((201106077608,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,8.0,Castro/Upper Market,94114.0,"(37.76222974775674, -122.4428730375248)",1295783140648.0,29
201302119928,8,otc alterations permit,02/11/2013,3708,095,560,,Mission,St,,,14th & 15th floors-install 7 fire alarm speaker/strobes.ti pa# 2012-1128-4986,complete,04/17/2013,02/11/2013,02/22/2013,04/17/2013,02/22/2013,,31.0,31.0,,Y,02/17/2014,10000.0,10000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78885924943008, -122.39935461467559)",1295784454613.0,23
201302119927,8,otc alterations permit,02/11/2013,6043,020,451,,Hamilton,St,,,replace sewerlateral and street trap. work under front yard and sidewalk,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,2.0,2.0,,,02/06/2014,10000.0,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Portola,94134.0,"(37.72540414845262, -122.40891918403409)",1295785194747.0,77
201302119926,8,otc alterations permit,02/11/2013,0445A,025,1555,,Beach,St,,,revision to app#2012-1009-1531 to replace extg patio at rear yard.,complete,12/03/2014,02/11/2013,02/11/2013,12/03/2014,02/11/2013,,3.0,3.0,,,02/06/2014,3000.0,3000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.804564356684544, -122.43462408175026)",129578670716.0,40
M370867,8,otc alterations permit,02/11/2013,0303,014,875,,Post,St,,,street space and mta parking,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,6.0,Tenderloin,94109.0,"(37.78701692539887, -122.4161711480066)",129578767310.0,1
201302119930,3,additions alterations or repairs,02/11/2013,0726,022,1410,,Steiner,St,0.0,,replace existing fire alarm system.,approved,11/19/2013,02/11/2013,,,,,10.0,10.0,,Y,,58000.0,75000.0,apartments,78.0,apartments,78.0,2.0,,1.0,constr type 1,1.0,constr type 1,,5.0,Western Addition,94115.0,"(37.78265074196108, -122.43337503424792)",1295788478909.0,89
201302119929,8,otc alterations permit,02/11/2013,3707,062,33,,New Montgomery,St,,,ada barrier removal. upgrading urinals and toilet. add (1) one toilet plumbing modification is under separate permit.,issued,03/21/2013,02/11/2013,03/21/2013,,03/21/2013,,20.0,20.0,,,03/16/2014,20000.0,20000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78865276402075, -122.4013334028304)",1295789164504.0,88
201302119931,8,otc alterations permit,02/11/2013,2654,012,72,,Mars,St,,,"repair wood stairs to front entry, less than 50%",complete,03/21/2014,02/11/2013,02/11/2013,03/21/2014,02/11/2013,,2.0,2.0,,,02/06/2014,500.0,500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76089250985231, -122.444745413596)",1295790140958.0,30
M370887,8,otc alterations permit,02/11/2013,3728,117,701,,Minna,St,1.0,,mta permit  (201301248674),issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,6.0,South of Market,94103.0,"(37.77671334904626, -122.4127391049018)",1295791446072.0,41
201302119933,8,otc alterations permit,02/11/2013,2817,018,20,,Alton,Av,,,reroofing.,complete,03/06/2013,02/11/2013,02/11/2013,03/06/2013,02/11/2013,,2.0,2.0,,,02/06/2014,9000.0,9000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94116.0,"(37.7503969622009, -122.46240813495024)",1295792144891.0,80
201302119932,8,otc alterations permit,02/11/2013,0601,012,1935,,Jackson,St,0.0,,"batrhoom remodel replace in kind, bathroom fixtures & electriacl misc. non structural framing for blocking etc. replace 1 window & bath fan",complete,04/25/2013,02/11/2013,02/11/2013,04/25/2013,02/11/2013,,3.0,3.0,,,02/06/2014,10000.0,10000.0,apartments,3.0,apartments,3.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94109.0,"(37.79315958290116, -122.42688185220052)",1295793416948.0,62
201302119934,3,additions alterations or repairs,02/11/2013,1912,002M,1630,,32nd,Av,,,construct a new deck at rear of 2nd floor of the (e) building.,complete,09/15/2015,02/11/2013,02/21/2014,09/15/2015,02/21/2014,Y,2.0,2.0,,,02/16/2015,5000.0,11500.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.756750500562546, -122.49029202241472)",1295794120141.0,75
201302119935,3,additions alterations or repairs,02/11/2013,3726,202,537,,Natoma,St,101.0,,"work for unit#101-404. installation of a manual & automatic fire alarm system including. fire alarm control panel, remote annunciator, pull station, smoke detectors, heat detectors,mini horns, monitor modules, relay modules, horn strobes, and door holders. reference p/a #2005-0901-1813.",complete,04/15/2013,02/11/2013,03/28/2013,04/15/2013,03/28/2013,,,4.0,,Y,03/23/2014,12000.0,12000.0,,,apartments,13.0,2.0,,,,5.0,wood frame (5),,6.0,South of Market,94103.0,"(37.779383168738164, -122.40845892050159)",1295795489480.0,71
201302119935,3,additions alterations or repairs,02/11/2013,3726,214,537,,Natoma,St,404.0,,"work for unit#101-404. installation of a manual & automatic fire alarm system including. fire alarm control panel, remote annunciator, pull station, smoke detectors, heat detectors,mini horns, monitor modules, relay modules, horn strobes, and door holders. reference p/a #2005-0901-1813.",complete,04/15/2013,02/11/2013,03/28/2013,04/15/2013,03/28/2013,,,4.0,,Y,03/23/2014,12000.0,12000.0,,,apartments,13.0,2.0,,,,5.0,wood frame (5),,6.0,South of Market,94103.0,"(37.779383168738164, -122.40845892050159)",1295796489493.0,85
201302119937,8,otc alterations permit,02/11/2013,0805,027,773,,Grove,St,,,remove existing kitchen.  install new cabinets in same layout,complete,03/26/2013,02/11/2013,02/11/2013,03/26/2013,02/11/2013,,2.0,2.0,,,02/06/2014,8000.0,8000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94102.0,"(37.77683165198254, -122.42922612238554)",1295797363075.0,88
201302119938,4,sign - erect,02/11/2013,7295,021,3251,,20th,Av,,,to erect non electric sign,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,2.0,,,,02/06/2014,1200.0,1200.0,retail sales,0.0,,,2.0,,1.0,constr type 1,,,,7.0,Lakeshore,94132.0,"(37.728556952954136, -122.47676641508518)",1295798226171.0,37
201302119939,1,new construction,02/11/2013,4071,014,1912,,20th,St,,,"erect new 6 stories, 2 dwelling units building.",issued,08/18/2015,02/11/2013,08/18/2015,,08/18/2015,,,6.0,,,08/02/2018,1570000.0,1570000.0,,,2 family dwelling,2.0,2.0,,,,3.0,constr type 3,Y,10.0,Potrero Hill,94107.0,"(37.759998099677134, -122.40051374779172)",1295799453830.0,43
201302119939,1,new construction,02/11/2013,4071,014,1914,,20th,St,,,"erect new 6 stories, 2 dwelling units building.",issued,08/18/2015,02/11/2013,08/18/2015,,08/18/2015,,,6.0,,,08/02/2018,1570000.0,1570000.0,,,2 family dwelling,2.0,2.0,,,,3.0,constr type 3,Y,10.0,Potrero Hill,94107.0,"(37.759998099677134, -122.40051374779172)",1295800453831.0,59
M370907,8,otc alterations permit,02/11/2013,2698,001,206,,Diamond,St,,,street space permit & sidewalk repair,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,8.0,Castro/Upper Market,94114.0,"(37.758941713086294, -122.43719406617052)",1295801142093.0,36
M370908,8,otc alterations permit,02/11/2013,1383,023,6140,,California,St,,,street space,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,1.0,Outer Richmond,94121.0,"(37.78419353909953, -122.48359559786917)",129580297776.0,32
201302119940,8,otc alterations permit,02/11/2013,3557,063,200,,Dolores,St,,,"structural upgrade to roof framing, sister new joists. new beams.",withdrawn,08/09/2013,02/11/2013,,,,,4.0,4.0,,,,8000.0,0.0,church,0.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76605707426159, -122.42691170259346)",1295803158442.0,73
M370909,8,otc alterations permit,02/11/2013,3755,101,1123,,Folsom,St,,,street space,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,6.0,South of Market,94103.0,"(37.77608945177773, -122.40824448964833)",1295804166357.0,16
201302119941,8,otc alterations permit,02/11/2013,2480,010B,2682,,17th,Av,,,voluntary install plywood at garage and basement. not adding habitable space,complete,08/16/2013,02/11/2013,02/13/2013,08/16/2013,02/13/2013,,2.0,2.0,,,02/08/2014,2000.0,2000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94116.0,"(37.73791047855946, -122.4729224788182)",1295805137754.0,35
201302119942,3,additions alterations or repairs,02/11/2013,3274,023,945,,Darien,Wy,,,need a permit for the work being performed that goes beyond the permitted at app#201301309074. this permit is to comply with nov 201386301,cancelled,11/17/2014,02/11/2013,,,,,2.0,2.0,,,,5000.0,,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.72969367101328, -122.46058322382714)",1295806155655.0,3
201302119943,4,sign - erect,02/11/2013,4347A,004,1875,,Marin,St,0.0,,"install one illuminated wall sign for ""fed ex ship center""",complete,07/22/2013,02/11/2013,03/13/2013,07/22/2013,03/13/2013,,2.0,,,,03/08/2014,2000.0,2000.0,office,0.0,,,2.0,,2.0,constr type 2,,,,10.0,Bayview Hunters Point,94124.0,"(37.74786863492185, -122.39477239895889)",1295807482700.0,39
201302119944,4,sign - erect,02/11/2013,3930A,002,2300,,16th,St,,,"install one illuminated wall sign for ""vitamin shoppe""",complete,06/26/2013,02/11/2013,02/28/2013,06/26/2013,02/28/2013,,2.0,,,,02/23/2014,2000.0,2000.0,retail sales,0.0,,,2.0,,1.0,constr type 1,,,,10.0,Mission,94103.0,"(37.76660897553399, -122.40911776717232)",1295808488474.0,37
201302119945,4,sign - erect,02/11/2013,3930A,002,2300,,16th,St,,,"install one illuminated wall sign for ""vitamin shoppe""",complete,06/26/2013,02/11/2013,02/28/2013,06/26/2013,02/28/2013,,2.0,,,,02/23/2014,2000.0,2000.0,retail sales,0.0,,,2.0,,1.0,constr type 1,,,,10.0,Mission,94103.0,"(37.76660897553399, -122.40911776717232)",1295809488474.0,3
201302119946,4,sign - erect,02/11/2013,3930A,002,2300,,16th,St,,,"install one illuminated wall sign for ""vitamin shoppe""",complete,06/26/2013,02/11/2013,02/28/2013,06/26/2013,02/28/2013,,2.0,,,,02/23/2014,2000.0,2000.0,retail sales,0.0,,,2.0,,1.0,constr type 1,,,,10.0,Mission,94103.0,"(37.76660897553399, -122.40911776717232)",1295810488474.0,40
201302119947,4,sign - erect,02/11/2013,3563,036,3970,,17th,St,,,to erect electrical sign for restaurant,issued,03/29/2013,02/11/2013,03/29/2013,,03/29/2013,,3.0,,,,03/24/2014,6500.0,6500.0,food/beverage hndlng,0.0,,,2.0,,5.0,wood frame (5),,,,8.0,Castro/Upper Market,94114.0,"(37.762835191904934, -122.4343444523829)",1295811454424.0,58
201302119948,8,otc alterations permit,02/11/2013,1511,030,562,,34th,Av,,,reroofing,complete,02/21/2013,02/11/2013,02/11/2013,02/21/2013,02/11/2013,,2.0,2.0,,,02/06/2014,4000.0,4000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77843624274974, -122.49396198120918)",1295813102262.0,99
201301077405,8,otc alterations permit,01/07/2013,0690,043,1,,Daniel Burnham,Ct,,,"4th floor-renovations to (e) vacant commercial office space-create 3 new demising spaces. administration offices to medical offices. adjust (e) m.e.p, fire sprinklers & other life safety",complete,10/22/2013,01/07/2013,02/15/2013,10/22/2013,02/15/2013,,4.0,4.0,,,02/10/2014,55000.0,55000.0,office,239.0,clinics-medic/dental,239.0,2.0,,1.0,constr type 1,1.0,constr type 1,,2.0,Western Addition,94109.0,"(37.78675522942446, -122.4224908070148)",1295814425930.0,1
201302119950,8,otc alterations permit,02/11/2013,0467A,052,144,,Mallorca,Wy,,,remove & replace exisitng door & window in like kind on the 3rd floor in the light well .  the window is not in the bedroom.,complete,06/06/2013,02/11/2013,02/11/2013,06/06/2013,02/11/2013,,2.0,2.0,,,02/06/2014,3600.0,3600.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.802210266305515, -122.43734726956232)",129581571193.0,3
201302119951,8,otc alterations permit,02/11/2013,2399,030,2446,,27th,Av,,,reoofing,complete,05/20/2014,02/11/2013,02/11/2013,05/20/2014,02/11/2013,,1.0,1.0,,,02/06/2014,16461.0,16461.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.74178635981836, -122.48387220874956)",1295816134425.0,11
201302119952,8,otc alterations permit,02/11/2013,2541,015,50,,Sloat,Bl,,,"remove stucco around & below balcony, reframe, resheet as needed, reflace as needed, add new lathe & restucco to match existing, front only 150-200 sq.ft. affected",complete,04/12/2013,02/11/2013,02/11/2013,04/12/2013,02/11/2013,,2.0,2.0,,,02/06/2014,7500.0,7500.0,1 family dwelling,1.0,,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94132.0,"(37.735000192560946, -122.47288640063023)",1295817138865.0,3
201302119953,8,otc alterations permit,02/11/2013,1253,020,777,,Clayton,St,,,replace of garage door with szie wood door at same location.,complete,03/29/2013,02/11/2013,02/11/2013,03/29/2013,02/11/2013,,3.0,3.0,,,02/06/2014,2000.0,2000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.76739006627706, -122.44842618970597)",129581893878.0,59
201302119955,8,otc alterations permit,02/11/2013,2955A,019,518,,Rockdale,Dr,,,replace the sewer lateral on an private property via pipe bursting(trenchlees) into sidewalk,cancelled,02/20/2013,02/11/2013,02/11/2013,,02/11/2013,,2.0,2.0,,,02/06/2014,4500.0,4500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.739690801372205, -122.44932854328238)",1295819147935.0,12
201302119957,3,additions alterations or repairs,02/11/2013,1206,003,333,,Baker,St,,,install roof mounted solar hot water system,complete,11/18/2013,02/11/2013,11/01/2013,11/18/2013,11/01/2013,,6.0,6.0,,,10/27/2014,78000.0,78000.0,apartments,156.0,apartments,156.0,2.0,,1.0,constr type 1,1.0,constr type 1,,5.0,Lone Mountain/USF,94117.0,"(37.77391902880536, -122.44184085453989)",129582092372.0,96
201302119956,8,otc alterations permit,02/11/2013,3005,013,318,,Cresta Vista,Dr,,,"new cabinets, counter top & appliances on one kitchen & one bathroom.",complete,08/14/2013,02/11/2013,02/11/2013,08/14/2013,02/11/2013,,2.0,2.0,,,02/06/2014,15000.0,15000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.735405795546676, -122.45289929791244)",1295821149832.0,39
M370927,8,otc alterations permit,02/11/2013,0230,028,1,,Embarcadero Center,,,,street space,issued,02/11/2013,02/11/2013,02/11/2013,,02/11/2013,,,,,,,,1.0,,,,,,,,,,,,3.0,Financial District/South Beach,94111.0,"(37.79464860624822, -122.39964599722899)",129582263347.0,50
201302119958,8,otc alterations permit,02/11/2013,3754,058,1035,,Folsom,St,,,install roof mounted solar hot water system,complete,07/08/2013,02/11/2013,03/14/2013,07/08/2013,03/14/2013,,4.0,4.0,,,03/09/2014,62000.0,62000.0,apartments,50.0,apartments,50.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,South of Market,94103.0,"(37.77773521430007, -122.40589952983048)",1295823166294.0,0
201302119959,8,otc alterations permit,02/11/2013,2301,004,2276,,Great,Hy,,,"kitchen remodel , replace cabinets & countertops, upgrade electrical & plumbing no structural work. no alteration of partition wall.",complete,06/14/2013,02/11/2013,02/11/2013,06/14/2013,02/11/2013,,2.0,2.0,,,02/06/2014,20000.0,20000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.744039514582425, -122.5071005393995)",1295824283194.0,54
